Car_Name,Brand,Model,Variant,Year,Age_Years,Km_Driven,Fuel_Type,Transmission,Owner,Seller_Type,Mileage_kmpl,Engine_CC,Max_Power_BHP,Torque_Nm,Seats,Original_Price_L,Selling_Price_L
Skoda Slavia Ambition 2019,Skoda,Slavia,Ambition,2019,5,58488,Petrol,Automatic,First Owner,Dealer,20.2,999,74.8,180,5,14.49,9.17
Maruti Ertiga VXI 2021,Maruti,Ertiga,VXI,2021,3,37822,Petrol,Manual,First Owner,Dealer,15.4,1462,80.9,159,7,8.35,6.04
Kia Carnival Premium 2017,Kia,Carnival,Premium,2017,7,79724,Diesel,Automatic,First Owner,Individual,25.6,2199,169.8,350,8,30.89,17.84
MG Hector Plus Sharp 2023,MG,Hector Plus,Sharp,2023,1,11255,Diesel,Manual,First Owner,Dealer,19.8,1956,111.8,221,6,20.99,18.36
Honda Amaze S 2018,Honda,Amaze,S,2018,6,125185,Petrol,Manual,First Owner,Individual,14.9,1199,78.5,203,5,7.39,3.68
Maruti Alto K10 VXI 2018,Maruti,Alto K10,VXI,2018,6,70335,Petrol,Manual,First Owner,Individual,16.8,796,46.6,119,5,4.79,2.58
Mahindra Scorpio-N Z2 2015,Mahindra,Scorpio-N,Z2,2015,9,79395,Petrol,Manual,Second Owner,Individual,18.6,1997,117.4,222,7,13.85,5.45
Volkswagen Tiguan Elegance 2023,Volkswagen,Tiguan,Elegance,2023,1,13633,Petrol,Automatic,First Owner,Individual,21.4,1984,150.6,316,5,31.99,27.38
Skoda Kushaq Style 2015,Skoda,Kushaq,Style,2015,9,122709,Petrol,Automatic,First Owner,Individual,18.6,1498,106.0,274,5,17.99,8.58
Skoda Kushaq Style 2016,Skoda,Kushaq,Style,2016,8,95557,Petrol,Automatic,First Owner,Individual,19.3,1498,102.5,250,5,17.99,9.27
Tata Harrier Smart 2018,Tata,Harrier,Smart,2018,6,70329,Diesel,Manual,Second Owner,Individual,20.3,1956,115.1,276,5,15.49,8.23
Hyundai i20 Asta (O) 2013,Hyundai,i20,Asta (O),2013,11,170188,Diesel,Manual,Second Owner,Dealer,27.0,1493,90.2,192,5,10.95,3.26
Kia Seltos GTX+ 2022,Kia,Seltos,GTX+,2022,2,20713,Diesel,Automatic,First Owner,Dealer,23.2,1493,118.0,298,5,19.65,16.3
Renault Triber RXZ 2023,Renault,Triber,RXZ,2023,1,15959,Petrol,Automatic,First Owner,Dealer,18.6,999,60.6,131,7,8.97,7.6
Renault Triber RXZ 2017,Renault,Triber,RXZ,2017,7,92175,Petrol,Automatic,First Owner,Individual,18.9,999,64.1,120,7,8.97,4.35
Tata Nexon Pure 2021,Tata,Nexon,Pure,2021,3,37061,Petrol,Manual,First Owner,Individual,15.8,1199,71.5,144,5,9.5,6.82
Mahindra XUV700 MX 2019,Mahindra,XUV700,MX,2019,5,38462,Petrol,Manual,Second Owner,Individual,14.2,1997,125.6,309,7,13.99,7.62
Toyota Fortuner 4x2 MT 2015,Toyota,Fortuner,4x2 MT,2015,9,135387,Diesel,Manual,First Owner,Individual,19.9,2755,164.5,362,7,33.43,14.66
Maruti Dzire ZXI 2018,Maruti,Dzire,ZXI,2018,6,44031,Petrol,Automatic,Second Owner,Individual,21.8,1197,94.7,231,5,8.99,4.66
Skoda Kushaq Active 2018,Skoda,Kushaq,Active,2018,6,75662,Petrol,Manual,First Owner,Individual,15.1,999,62.4,156,5,10.89,5.98
Hyundai Creta S 2014,Hyundai,Creta,S,2014,10,133781,Petrol,Manual,First Owner,Trustmark Dealer,19.3,1497,114.3,253,5,12.5,4.83
Jeep Compass Limited 2018,Jeep,Compass,Limited,2018,6,96663,Diesel,Automatic,First Owner,Individual,18.3,1956,144.8,298,5,28.59,15.77
Kia Carnival Premium 2014,Kia,Carnival,Premium,2014,10,107813,Diesel,Automatic,Third Owner,Individual,20.1,2199,156.7,375,8,30.89,11.79
Hyundai Creta E 2017,Hyundai,Creta,E,2017,7,62601,Petrol,Manual,Third Owner,Individual,21.1,1497,101.9,243,5,10.87,4.72
Hyundai i20 Sportz 2022,Hyundai,i20,Sportz,2022,2,11867,Petrol,Manual,First Owner,Individual,15.4,1197,73.4,184,5,8.64,6.8
Hyundai i20 Asta 2018,Hyundai,i20,Asta,2018,6,47127,Petrol,Automatic,Second Owner,Dealer,18.2,1197,83.1,188,5,9.64,5.14
Audi Q5 Premium 2022,Audi,Q5,Premium,2022,2,19418,Petrol,Automatic,First Owner,Individual,14.6,1984,127.6,235,5,67.81,54.88
Maruti Ertiga ZXI 2022,Maruti,Ertiga,ZXI,2022,2,17272,Petrol,Manual,Second Owner,Dealer,17.1,1462,113.7,221,7,9.69,7.23
Maruti WagonR VXI 2017,Maruti,WagonR,VXI,2017,7,65905,Petrol,Manual,First Owner,Trustmark Dealer,18.9,998,60.8,133,5,5.99,3.14
Honda City e:HEV 2021,Honda,City,e:HEV,2021,3,34085,Hybrid,Automatic,First Owner,Trustmark Dealer,21.2,1498,95.0,191,5,19.5,15.09
Hyundai Venue SX(O) 2017,Hyundai,Venue,SX(O),2017,7,61276,Diesel,Manual,First Owner,Individual,22.8,1493,118.0,237,5,11.49,5.94
Tata Harrier Adventure 2023,Tata,Harrier,Adventure,2023,1,6046,Diesel,Manual,First Owner,Dealer,18.1,1956,156.2,391,5,17.99,15.45
Skoda Slavia Ambition 2016,Skoda,Slavia,Ambition,2016,8,67922,Petrol,Automatic,First Owner,Dealer,21.2,999,78.8,142,5,14.49,7.31
Skoda Kushaq Style 2014,Skoda,Kushaq,Style,2014,10,103639,Petrol,Automatic,First Owner,Dealer,16.8,1498,98.3,210,5,17.99,8.91
Mahindra XUV700 AX7 L 2021,Mahindra,XUV700,AX7 L,2021,3,33789,Diesel,Automatic,Third Owner,Dealer,23.0,2184,122.0,255,7,26.99,17.5
Mercedes E-Class Progressive 2018,Mercedes,E-Class,Progressive,2018,6,53721,Petrol,Automatic,First Owner,Dealer,20.7,1991,158.8,393,5,77.5,51.8
Hyundai Creta S 2015,Hyundai,Creta,S,2015,9,103451,Petrol,Manual,First Owner,Dealer,15.5,1497,94.8,228,5,12.5,5.73
Hyundai Creta SX(O) 2022,Hyundai,Creta,SX(O),2022,2,15075,Diesel,Automatic,Second Owner,Dealer,24.8,1493,118.5,254,5,18.99,13.77
Honda Amaze V 2018,Honda,Amaze,V,2018,6,84544,Petrol,Automatic,First Owner,Dealer,17.7,1199,78.5,176,5,9.49,5.33
Maruti Ertiga ZXI 2017,Maruti,Ertiga,ZXI,2017,7,61435,Petrol,Manual,Second Owner,Individual,18.5,1462,87.7,179,7,9.69,4.45
Hyundai i20 Magna 2022,Hyundai,i20,Magna,2022,2,25942,Petrol,Manual,Second Owner,Individual,19.6,1197,81.1,158,5,7.04,4.81
Maruti Swift ZXI 2022,Maruti,Swift,ZXI,2022,2,26968,Petrol,Manual,Second Owner,Individual,17.4,1197,91.9,228,5,7.99,5.61
Hyundai Creta E 2018,Hyundai,Creta,E,2018,6,56959,Petrol,Manual,First Owner,Individual,16.9,1497,112.1,264,5,10.87,6.23
Mahindra Scorpio-N Z8 2020,Mahindra,Scorpio-N,Z8,2020,4,42091,Diesel,Automatic,Second Owner,Dealer,19.6,2184,132.3,329,7,22.5,14.62
Maruti Baleno Alpha 2020,Maruti,Baleno,Alpha,2020,4,30908,Petrol,Automatic,Second Owner,Dealer,20.7,1197,66.7,158,5,9.45,5.71
Kia Seltos HTX 2013,Kia,Seltos,HTX,2013,11,120074,Petrol,Automatic,First Owner,Individual,16.4,1497,115.9,298,5,14.99,5.5
Volkswagen Taigun Topline 2019,Volkswagen,Taigun,Topline,2019,5,43776,Petrol,Automatic,Fourth & Above Owner,Individual,15.0,999,72.4,174,5,15.99,7.47
Maruti Alto K10 LXI 2014,Maruti,Alto K10,LXI,2014,10,118247,Petrol,Manual,Fourth & Above Owner,Individual,21.5,796,48.0,107,5,4.34,1.23
Tata Tiago XZ+ 2019,Tata,Tiago,XZ+,2019,5,81766,Petrol,Automatic,Third Owner,Dealer,17.3,1199,73.1,146,5,8.1,3.99
Renault Kwid STD 2016,Renault,Kwid,STD,2016,8,82164,Petrol,Manual,First Owner,Individual,16.8,799,63.4,163,5,4.7,2.21
Skoda Kushaq Style 2021,Skoda,Kushaq,Style,2021,3,38031,Petrol,Automatic,First Owner,Trustmark Dealer,16.8,1498,89.7,228,5,17.99,13.49
Honda City VX 2014,Honda,City,VX,2014,10,117968,Petrol,Automatic,First Owner,Individual,18.6,1498,97.1,212,5,14.49,5.74
MG Hector Sharp 2023,MG,Hector,Sharp,2023,1,11907,Petrol,Automatic,First Owner,Individual,17.8,1451,89.2,187,5,18.99,16.44
Hyundai i20 Magna 2022,Hyundai,i20,Magna,2022,2,31590,Petrol,Manual,First Owner,Dealer,20.4,1197,87.9,160,5,7.04,5.67
Hyundai i20 Asta (O) 2022,Hyundai,i20,Asta (O),2022,2,21690,Diesel,Manual,First Owner,Dealer,18.4,1493,88.2,185,5,10.95,8.77
Tata Tiago XZ+ 2022,Tata,Tiago,XZ+,2022,2,31485,Petrol,Automatic,First Owner,Individual,19.1,1199,76.4,137,5,8.1,6.21
Maruti WagonR VXI 2015,Maruti,WagonR,VXI,2015,9,83982,Petrol,Manual,First Owner,Dealer,17.3,998,74.2,174,5,5.99,2.72
Honda Amaze V 2013,Honda,Amaze,V,2013,11,128594,Petrol,Automatic,Second Owner,Dealer,15.3,1199,94.4,185,5,9.49,3.19
Tata Tiago XZ+ 2023,Tata,Tiago,XZ+,2023,1,8645,Petrol,Automatic,First Owner,Trustmark Dealer,18.4,1199,79.4,149,5,8.1,7.3
Maruti Ertiga VXI 2017,Maruti,Ertiga,VXI,2017,7,67811,Petrol,Manual,Third Owner,Individual,17.2,1462,84.9,186,7,8.35,3.58
Hyundai Tucson Platinum 2014,Hyundai,Tucson,Platinum,2014,10,139876,Diesel,Automatic,Third Owner,Dealer,26.3,1999,133.2,323,5,29.99,10.69
Toyota Fortuner 4x4 AT 2020,Toyota,Fortuner,4x4 AT,2020,4,47988,Diesel,Automatic,First Owner,Individual,24.7,2755,160.6,313,7,40.57,28.17
Renault Triber RXE 2014,Renault,Triber,RXE,2014,10,91459,Petrol,Manual,First Owner,Individual,18.0,999,64.1,140,7,5.99,2.39
Maruti WagonR LXI 2020,Maruti,WagonR,LXI,2020,4,50282,Petrol,Manual,First Owner,Individual,18.9,998,74.1,160,5,5.47,3.56
Audi Q5 Premium 2017,Audi,Q5,Premium,2017,7,100491,Petrol,Automatic,First Owner,Dealer,18.1,1984,132.0,243,5,67.81,41.31
Tata Nexon Smart 2015,Tata,Nexon,Smart,2015,9,86228,Petrol,Manual,First Owner,Dealer,20.8,1199,94.0,189,5,8.1,3.7
Tata Harrier Adventure 2021,Tata,Harrier,Adventure,2021,3,26633,Diesel,Manual,First Owner,Dealer,25.8,1956,150.5,351,5,17.99,13.78
Tata Nexon Creative 2016,Tata,Nexon,Creative,2016,8,96593,Diesel,Automatic,First Owner,Trustmark Dealer,25.5,1497,115.4,291,5,15.4,8.27
Toyota Glanza V 2019,Toyota,Glanza,V,2019,5,59302,Petrol,Automatic,First Owner,Individual,17.8,1197,76.2,138,5,8.99,5.55
Mahindra XUV700 MX 2019,Mahindra,XUV700,MX,2019,5,52333,Petrol,Manual,First Owner,Trustmark Dealer,16.2,1997,117.1,256,7,13.99,9.09
Renault Kwid STD 2017,Renault,Kwid,STD,2017,7,104885,Petrol,Manual,Fourth & Above Owner,Individual,15.2,799,46.6,87,5,4.7,1.6
Tata Harrier Adventure 2023,Tata,Harrier,Adventure,2023,1,18310,Diesel,Manual,First Owner,Dealer,25.4,1956,134.2,289,5,17.99,15.49
Renault Triber RXE 2023,Renault,Triber,RXE,2023,1,12914,Petrol,Manual,First Owner,Individual,19.4,999,79.3,166,7,5.99,4.98
Toyota Urban Cruiser Mid 2015,Toyota,Urban Cruiser,Mid,2015,9,135242,Petrol,Manual,First Owner,Individual,20.4,1462,91.4,177,5,10.33,4.07
BMW 3 Series 320d Sport 2015,BMW,3 Series,320d Sport,2015,9,126137,Diesel,Automatic,First Owner,Dealer,20.7,1995,142.5,337,5,46.9,24.25
Honda Amaze S 2019,Honda,Amaze,S,2019,5,63283,Petrol,Manual,Third Owner,Individual,17.7,1199,76.3,167,5,7.39,3.65
Volkswagen Tiguan Elegance 2023,Volkswagen,Tiguan,Elegance,2023,1,3946,Petrol,Automatic,First Owner,Dealer,20.4,1984,153.1,295,5,31.99,28.64
Hyundai Venue SX(O) 2015,Hyundai,Venue,SX(O),2015,9,77263,Diesel,Manual,First Owner,Trustmark Dealer,23.8,1493,99.0,238,5,11.49,5.08
Toyota Camry Hybrid 2022,Toyota,Camry,Hybrid,2022,2,23016,Hybrid,Automatic,First Owner,Trustmark Dealer,20.4,2487,144.5,332,5,44.95,37.62
Honda City VX 2019,Honda,City,VX,2019,5,40378,Petrol,Automatic,Third Owner,Individual,14.8,1498,93.7,204,5,14.49,7.11
Mahindra XUV300 W8 2014,Mahindra,XUV300,W8,2014,10,59594,Diesel,Manual,First Owner,Individual,25.1,1497,118.1,226,5,12.99,5.27
BMW X1 sDrive20i 2019,BMW,X1,sDrive20i,2019,5,64806,Petrol,Automatic,Third Owner,Individual,14.5,1998,155.7,321,5,45.9,24.16
Mahindra Scorpio-N Z8 2013,Mahindra,Scorpio-N,Z8,2013,11,106268,Diesel,Automatic,Second Owner,Dealer,26.1,2184,147.3,381,7,22.5,9.15
Renault Kwid STD 2017,Renault,Kwid,STD,2017,7,86006,Petrol,Manual,Second Owner,Individual,14.9,799,61.7,151,5,4.7,2.11
Mahindra XUV700 MX 2018,Mahindra,XUV700,MX,2018,6,70934,Petrol,Manual,First Owner,Individual,16.0,1997,147.8,266,7,13.99,7.56
Renault Triber RXZ 2019,Renault,Triber,RXZ,2019,5,39875,Petrol,Automatic,First Owner,Individual,15.7,999,57.6,130,7,8.97,5.61
Tata Tiago XM 2014,Tata,Tiago,XM,2014,10,104170,Petrol,Manual,Second Owner,Individual,18.9,1199,84.6,209,5,6.2,2.28
Toyota Innova Crysta VX 2016,Toyota,Innova Crysta,VX,2016,8,77010,Diesel,Automatic,First Owner,Dealer,20.9,2393,188.6,357,7,24.64,13.4
BMW 5 Series 520d Sport 2020,BMW,5 Series,520d Sport,2020,4,61032,Diesel,Automatic,Second Owner,Individual,24.9,1995,134.5,246,5,65.9,39.94
Toyota Glanza V 2021,Toyota,Glanza,V,2021,3,40548,Petrol,Automatic,Second Owner,Individual,15.0,1197,90.0,208,5,8.99,5.64
Tata Nexon Smart 2023,Tata,Nexon,Smart,2023,1,16556,Petrol,Manual,First Owner,Trustmark Dealer,20.6,1199,74.6,143,5,8.1,7.14
Toyota Fortuner 4x4 AT 2019,Toyota,Fortuner,4x4 AT,2019,5,67443,Diesel,Automatic,First Owner,Individual,19.9,2755,207.7,453,7,40.57,27.39
Kia Seltos GTX+ 2014,Kia,Seltos,GTX+,2014,10,95637,Diesel,Automatic,First Owner,Individual,26.9,1493,94.6,223,5,19.65,9.37
Maruti Dzire VXI 2019,Maruti,Dzire,VXI,2019,5,41088,Petrol,Manual,First Owner,Individual,21.6,1197,92.9,179,5,7.24,4.35
Maruti Swift VXI 2016,Maruti,Swift,VXI,2016,8,53647,Petrol,Manual,Second Owner,Dealer,14.0,1197,91.1,180,5,6.99,3.19
Tata Altroz XZ+ 2018,Tata,Altroz,XZ+,2018,6,71279,Diesel,Manual,First Owner,Individual,25.9,1497,89.1,190,5,9.99,5.66
Maruti Alto K10 STD 2013,Maruti,Alto K10,STD,2013,11,183360,Petrol,Manual,Second Owner,Dealer,17.4,796,58.6,148,5,3.99,1.24
Jeep Compass Sport 2021,Jeep,Compass,Sport,2021,3,47096,Petrol,Manual,Third Owner,Individual,14.9,1368,88.4,210,5,19.95,11.81
Hyundai Tucson Platinum 2023,Hyundai,Tucson,Platinum,2023,1,7724,Diesel,Automatic,First Owner,Dealer,19.9,1999,159.0,311,5,29.99,26.62
Hyundai Venue SX 2016,Hyundai,Venue,SX,2016,8,69189,Petrol,Automatic,Second Owner,Individual,14.1,1197,77.2,178,5,9.99,4.3
Maruti Swift VXI 2022,Maruti,Swift,VXI,2022,2,21895,Petrol,Manual,Second Owner,Individual,18.5,1197,78.0,176,5,6.99,4.92
Hyundai Creta SX(O) 2018,Hyundai,Creta,SX(O),2018,6,79583,Diesel,Automatic,First Owner,Individual,18.6,1493,96.5,184,5,18.99,10.85
Toyota Fortuner 4x2 MT 2022,Toyota,Fortuner,4x2 MT,2022,2,19333,Diesel,Manual,Second Owner,Dealer,22.6,2755,189.7,430,7,33.43,24.82
Renault Kwid STD 2015,Renault,Kwid,STD,2015,9,88073,Petrol,Manual,First Owner,Trustmark Dealer,17.9,799,60.4,143,5,4.7,2.11
BMW 5 Series 520d Sport 2021,BMW,5 Series,520d Sport,2021,3,37222,Diesel,Automatic,Third Owner,Individual,25.7,1995,137.8,265,5,65.9,41.39
Tata Tiago XE 2022,Tata,Tiago,XE,2022,2,20187,Petrol,Manual,First Owner,Individual,17.6,1199,71.0,153,5,5.4,4.18
Tata Harrier Adventure 2018,Tata,Harrier,Adventure,2018,6,59188,Diesel,Manual,First Owner,Dealer,26.6,1956,116.5,247,5,17.99,11.67
Hyundai Venue SX 2013,Hyundai,Venue,SX,2013,11,116138,Petrol,Automatic,Fourth & Above Owner,Individual,19.0,1197,86.8,202,5,9.99,2.66
Maruti Dzire LXI 2017,Maruti,Dzire,LXI,2017,7,91674,Petrol,Manual,Second Owner,Individual,16.8,1197,93.7,223,5,6.24,2.8
Toyota Urban Cruiser Mid 2014,Toyota,Urban Cruiser,Mid,2014,10,146699,Petrol,Manual,First Owner,Trustmark Dealer,15.9,1462,96.8,175,5,10.33,3.93
Maruti Alto K10 VXI 2013,Maruti,Alto K10,VXI,2013,11,66280,Petrol,Manual,First Owner,Individual,17.1,796,50.5,109,5,4.79,1.81
Mahindra XUV300 W4 2021,Mahindra,XUV300,W4,2021,3,29881,Petrol,Manual,First Owner,Dealer,14.6,1197,82.1,168,5,8.45,6.51
Kia Sonet HTE 2021,Kia,Sonet,HTE,2021,3,29489,Petrol,Manual,First Owner,Individual,19.4,1197,91.4,175,5,7.99,5.71
Toyota Glanza V 2015,Toyota,Glanza,V,2015,9,75408,Petrol,Automatic,Fourth & Above Owner,Individual,21.6,1197,74.1,168,5,8.99,2.86
Maruti Dzire ZXI 2023,Maruti,Dzire,ZXI,2023,1,7117,Petrol,Automatic,First Owner,Dealer,15.8,1197,66.8,135,5,8.99,7.73
Honda City VX 2017,Honda,City,VX,2017,7,70088,Petrol,Automatic,First Owner,Dealer,21.4,1498,119.5,255,5,14.49,7.73
Maruti Dzire VXI 2019,Maruti,Dzire,VXI,2019,5,33363,Petrol,Manual,Fourth & Above Owner,Individual,18.5,1197,85.8,191,5,7.24,3.11
Kia Seltos GTX+ 2015,Kia,Seltos,GTX+,2015,9,62343,Diesel,Automatic,Second Owner,Individual,20.1,1493,102.6,216,5,19.65,8.91
Maruti Alto K10 LXI 2021,Maruti,Alto K10,LXI,2021,3,19368,Petrol,Manual,Third Owner,Individual,19.5,796,51.6,108,5,4.34,2.58
Skoda Octavia Style 2021,Skoda,Octavia,Style,2021,3,42281,Petrol,Automatic,First Owner,Dealer,17.7,1498,87.8,197,5,26.29,19.63
Audi Q5 Premium 2023,Audi,Q5,Premium,2023,1,10897,Petrol,Automatic,First Owner,Dealer,21.8,1984,151.3,356,5,67.81,59.52
Audi Q5 Premium 2016,Audi,Q5,Premium,2016,8,103304,Petrol,Automatic,Third Owner,Individual,20.4,1984,117.7,296,5,67.81,30.85
Toyota Glanza E 2021,Toyota,Glanza,E,2021,3,45134,Petrol,Manual,Second Owner,Individual,14.5,1197,86.6,191,5,6.85,4.26
Mahindra XUV300 W4 2017,Mahindra,XUV300,W4,2017,7,63065,Petrol,Manual,Second Owner,Individual,17.1,1197,91.3,164,5,8.45,4.0
Kia Sonet HTK+ 2020,Kia,Sonet,HTK+,2020,4,32933,Diesel,Manual,Third Owner,Dealer,24.0,1493,98.5,217,5,11.49,6.52
Toyota Innova Crysta VX 2019,Toyota,Innova Crysta,VX,2019,5,35226,Diesel,Automatic,First Owner,Individual,21.1,2393,136.0,296,7,24.64,16.08
Tata Altroz XZ+ 2017,Tata,Altroz,XZ+,2017,7,71481,Diesel,Manual,First Owner,Trustmark Dealer,22.6,1497,119.3,266,5,9.99,5.5
Renault Triber RXE 2023,Renault,Triber,RXE,2023,1,11406,Petrol,Manual,First Owner,Trustmark Dealer,18.4,999,57.1,119,7,5.99,5.16
Mahindra XUV700 AX5 2015,Mahindra,XUV700,AX5,2015,9,81105,Diesel,Automatic,Third Owner,Individual,20.8,2184,134.4,273,7,20.99,8.47
Mercedes E-Class Progressive 2014,Mercedes,E-Class,Progressive,2014,10,104985,Petrol,Automatic,Third Owner,Individual,17.7,1991,130.5,313,5,77.5,32.54
Volkswagen Virtus Topline 2020,Volkswagen,Virtus,Topline,2020,4,37978,Petrol,Automatic,Second Owner,Dealer,20.0,999,72.3,183,5,16.49,10.66
Toyota Urban Cruiser Mid 2016,Toyota,Urban Cruiser,Mid,2016,8,114122,Petrol,Manual,Second Owner,Individual,15.6,1462,111.7,206,5,10.33,4.22
Tata Altroz XZ 2020,Tata,Altroz,XZ,2020,4,40690,Petrol,Manual,First Owner,Individual,18.3,1199,95.9,238,5,8.4,5.45
Kia Sonet HTE 2017,Kia,Sonet,HTE,2017,7,46255,Petrol,Manual,Second Owner,Individual,21.0,1197,84.5,161,5,7.99,3.72
Tata Nexon Pure 2014,Tata,Nexon,Pure,2014,10,171251,Petrol,Manual,Second Owner,Trustmark Dealer,14.4,1199,83.0,199,5,9.5,3.07
Honda Amaze V 2019,Honda,Amaze,V,2019,5,62291,Petrol,Automatic,Second Owner,Dealer,21.0,1199,95.0,246,5,9.49,5.37
Maruti WagonR VXI 2014,Maruti,WagonR,VXI,2014,10,79178,Petrol,Manual,Third Owner,Individual,14.2,998,75.2,194,5,5.99,2.02
Mahindra XUV300 W8 2014,Mahindra,XUV300,W8,2014,10,76362,Diesel,Manual,Second Owner,Dealer,20.5,1497,91.9,194,5,12.99,4.92
Renault Kwid RXT 2022,Renault,Kwid,RXT,2022,2,21668,Petrol,Automatic,Second Owner,Individual,14.8,999,56.3,116,5,5.9,4.09
Hyundai Creta SX 2021,Hyundai,Creta,SX,2021,3,33388,Petrol,Automatic,First Owner,Dealer,21.5,1497,104.1,206,5,14.99,11.25
BMW 5 Series 520d Sport 2023,BMW,5 Series,520d Sport,2023,1,11497,Diesel,Automatic,First Owner,Trustmark Dealer,27.0,1995,133.3,280,5,65.9,58.37
MG Hector Plus Sharp 2020,MG,Hector Plus,Sharp,2020,4,43186,Diesel,Manual,Second Owner,Individual,18.8,1956,132.1,243,6,20.99,13.42
Tata Altroz XE 2018,Tata,Altroz,XE,2018,6,79147,Petrol,Manual,Second Owner,Individual,16.1,1199,75.5,172,5,6.6,3.24
Maruti Baleno Zeta 2014,Maruti,Baleno,Zeta,2014,10,111484,Petrol,Manual,Second Owner,Individual,18.2,1197,83.1,175,5,8.45,3.01
Toyota Innova Crysta GX 2022,Toyota,Innova Crysta,GX,2022,2,25785,Diesel,Manual,First Owner,Dealer,21.0,2393,152.2,347,7,19.77,15.96
Tata Nexon Creative 2019,Tata,Nexon,Creative,2019,5,55739,Diesel,Automatic,First Owner,Dealer,22.8,1497,101.4,234,5,15.4,10.15
Hyundai i20 Magna 2020,Hyundai,i20,Magna,2020,4,57240,Petrol,Manual,First Owner,Individual,21.6,1197,82.4,209,5,7.04,4.56
Maruti Swift VXI 2014,Maruti,Swift,VXI,2014,10,94348,Petrol,Manual,Third Owner,Dealer,19.0,1197,83.2,210,5,6.99,2.35
Tata Tiago XZ+ 2017,Tata,Tiago,XZ+,2017,7,93725,Petrol,Automatic,First Owner,Individual,14.6,1199,80.7,190,5,8.1,3.97
Kia Seltos GTX+ 2022,Kia,Seltos,GTX+,2022,2,14499,Diesel,Automatic,First Owner,Individual,22.1,1493,99.2,180,5,19.65,15.63
Mercedes C-Class Progressive 2023,Mercedes,C-Class,Progressive,2023,1,16480,Petrol,Automatic,First Owner,Dealer,16.7,1496,113.2,209,5,55.0,47.35
Maruti Alto K10 VXI 2016,Maruti,Alto K10,VXI,2016,8,81407,Petrol,Manual,First Owner,Dealer,21.7,796,44.1,79,5,4.79,2.41
Toyota Glanza E 2021,Toyota,Glanza,E,2021,3,22233,Petrol,Manual,Second Owner,Individual,16.6,1197,88.8,195,5,6.85,4.51
Kia Seltos HTE 2021,Kia,Seltos,HTE,2021,3,31755,Petrol,Manual,Second Owner,Trustmark Dealer,16.0,1497,100.8,223,5,10.9,7.43
Maruti Dzire LXI 2018,Maruti,Dzire,LXI,2018,6,79466,Petrol,Manual,First Owner,Individual,21.5,1197,70.3,134,5,6.24,3.44
Audi A4 Premium 2021,Audi,A4,Premium,2021,3,31809,Petrol,Automatic,Third Owner,Individual,18.2,1984,133.3,281,5,42.34,25.74
Maruti Alto K10 STD 2020,Maruti,Alto K10,STD,2020,4,47949,Petrol,Manual,First Owner,Trustmark Dealer,20.5,796,57.4,136,5,3.99,2.65
Tata Tiago XE 2015,Tata,Tiago,XE,2015,9,94652,Petrol,Manual,Second Owner,Individual,17.8,1199,87.5,169,5,5.4,2.15
Volkswagen Polo Highline 2023,Volkswagen,Polo,Highline,2023,1,14317,Petrol,Manual,First Owner,Dealer,21.9,999,66.0,124,5,9.59,8.21
BMW X1 sDrive20i 2019,BMW,X1,sDrive20i,2019,5,51417,Petrol,Automatic,Second Owner,Individual,20.5,1998,147.4,331,5,45.9,27.36
Hyundai i20 Magna 2013,Hyundai,i20,Magna,2013,11,156084,Petrol,Manual,Fourth & Above Owner,Individual,17.2,1197,73.4,156,5,7.04,1.71
Maruti Swift ZXI+ 2022,Maruti,Swift,ZXI+,2022,2,24037,Petrol,Automatic,Second Owner,Dealer,21.6,1197,82.8,166,5,8.79,6.52
Volkswagen Virtus Comfortline 2018,Volkswagen,Virtus,Comfortline,2018,6,67959,Petrol,Manual,First Owner,Individual,19.5,999,79.8,184,5,11.99,6.59
Volkswagen Virtus Comfortline 2013,Volkswagen,Virtus,Comfortline,2013,11,107837,Petrol,Manual,Second Owner,Dealer,15.3,999,71.5,138,5,11.99,4.07
Hyundai i20 Sportz 2023,Hyundai,i20,Sportz,2023,1,10894,Petrol,Manual,First Owner,Individual,18.6,1197,93.5,181,5,8.64,7.29
Toyota Fortuner 4x4 AT 2019,Toyota,Fortuner,4x4 AT,2019,5,74630,Diesel,Automatic,Second Owner,Individual,24.7,2755,154.0,395,7,40.57,23.14
Mahindra XUV300 W8 2021,Mahindra,XUV300,W8,2021,3,30720,Diesel,Manual,Third Owner,Individual,24.6,1497,118.9,232,5,12.99,7.67
Volkswagen Taigun Topline 2014,Volkswagen,Taigun,Topline,2014,10,115851,Petrol,Automatic,Third Owner,Individual,22.0,999,67.6,158,5,15.99,5.84
Hyundai Venue S 2013,Hyundai,Venue,S,2013,11,142798,Petrol,Manual,Second Owner,Individual,21.0,1197,80.1,155,5,7.53,2.36
Mercedes E-Class Progressive 2015,Mercedes,E-Class,Progressive,2015,9,92860,Petrol,Automatic,First Owner,Dealer,21.5,1991,126.8,264,5,77.5,44.2
Kia Seltos HTE 2022,Kia,Seltos,HTE,2022,2,27887,Petrol,Manual,Second Owner,Dealer,15.5,1497,99.8,219,5,10.9,7.83
Volkswagen Virtus Comfortline 2014,Volkswagen,Virtus,Comfortline,2014,10,47323,Petrol,Manual,First Owner,Trustmark Dealer,21.1,999,73.9,156,5,11.99,4.97
